ORIG_FID,Width,Length,Orient,Area,Elong,Bed,Topo,Y/N,rf_bedform_pred,xgb_bedform_pred,ens_bedform_pred
82310,35.8274156,501.3551635,120.0425559,13378.69605,13.99361788,0,1,0,0,1,0
82332,54.23085382,350.5728284,28.12733447,15907.56844,6.464453419,0,1,1,0,1,0
82336,62.89964051,282.5321461,44.07558202,12828.04396,4.491792701,0,1,1,0,0,0
82353,92.79454888,314.2097593,19.86148591,24905.72495,3.386079927,0,1,1,0,0,0
82354,298.4255917,1183.545694,107.4407919,232689.0717,3.965965812,0,1,0,1,1,1
82447,113.9968565,244.475496,138.8665009,15965.77875,2.14458103,0,1,0,0,0,0
82457,59.12827108,301.8973727,46.20132363,11720.87767,5.105804164,0,1,0,0,0,0
82615,85.40676797,371.6853006,36.0758725,26530.97841,4.351942,0,1,1,0,0,0
82624,85.40680327,252.1247338,9.859019485,17749.72974,2.952045084,0,1,0,0,0,0
82695,116.8130366,1867.7288,45.32012388,162493.075,15.98904415,0,1,1,1,1,1
82710,124.2609605,1947.519525,19.65973592,206136.9853,15.67281886,0,1,1,1,1,1
82795,85.70182494,795.2956348,9.4306769,52855.49353,9.27979813,0,1,1,1,1,1
82824,41.20864467,450.3932914,25.94362397,16737.76598,10.92958274,0,1,1,0,1,0
82837,126.0106354,1296.148777,41.85448789,117943.5086,10.28602683,0,1,1,1,1,1
82880,200.5379249,1283.152667,26.83157382,204047.3169,6.39855363,0,1,1,1,1,1
82887,80.39836582,242.4534817,8.865824161,14155.93458,3.015651863,0,1,0,0,0,0
83093,155.0083176,319.4531019,118.8557301,43573.61492,2.060877164,0,1,0,0,0,0
83235,175.8160992,552.8012334,16.18692354,72837.06739,3.144201447,0,1,1,1,1,1
83260,249.474656,1836.625133,41.10550477,365940.7123,7.361970798,0,1,1,1,1,1
83370,90.30192981,552.9576148,3.998974458,37491.58041,6.123430761,0,1,1,1,1,1
83393,91.76763009,158.9799583,65.62648292,10474.04791,1.732418699,0,1,0,0,0,0
83451,73.42180395,314.3816208,40.27119742,19263.26645,4.281856395,0,1,1,0,0,0
83483,61.85828389,212.9776807,31.95241636,11440.04153,3.442993683,0,1,0,0,0,0
83501,71.14296521,192.3612621,47.91264129,10992.61978,2.703869055,0,1,1,0,0,0
83517,135.9421062,382.8605989,16.29007661,30003.46128,2.816350354,0,1,0,0,0,0
83518,106.6392025,212.4671498,48.50732486,13872.6544,1.992392524,0,1,0,0,0,0
83566,410.1687837,2235.197969,19.39127966,673112.8643,5.449458996,0,1,0,1,1,1
83624,199.27439,513.9782522,43.65437002,64491.88637,2.579248906,0,1,0,0,0,0
83629,88.04577579,806.7942868,34.40314004,54576.43202,9.163350309,0,1,1,1,1,1
83661,112.8470206,668.0633393,46.93743345,51684.46572,5.920079551,0,1,1,1,1,1
83676,241.6493121,1019.183582,8.57192464,182929.5671,4.217614249,0,1,1,1,1,1
83677,103.3539762,1110.149856,16.04400916,90387.36121,10.74123993,0,1,1,1,1,1
83732,124.9435031,158.9152008,36.18090571,13503.64093,1.271896471,0,1,0,0,0,0
83769,89.03711321,433.5320291,21.19744546,33493.16504,4.869115961,0,1,1,1,1,1
83846,92.24768385,586.3604446,38.23293026,42722.42843,6.356370373,0,1,1,1,1,1
83907,54.53980439,255.6171089,40.87461736,10106.82739,4.68679915,0,1,1,0,0,0
83956,298.5758719,1642.191419,7.460914822,278725.1043,5.500080794,0,1,0,1,1,1
83994,261.3331349,1702.689352,179.1237471,268345.8655,6.515397878,0,1,0,1,1,1
83999,156.8245183,894.8052549,34.05118441,89622.27864,5.705773973,0,1,1,1,1,1
84023,134.9930413,923.5641086,42.47461899,104027.9418,6.841568275,0,1,1,1,1,1
84036,249.7241035,2245.997973,35.09879161,428197.57,8.993917452,0,1,0,1,1,1
84076,141.7897448,451.2804762,26.45027235,44716.95504,3.182744118,0,1,0,0,0,0
84111,114.5941334,404.9378221,42.39798793,28337.57201,3.533669744,0,1,1,1,0,1
84204,227.9025496,893.3607099,23.8834173,153726.7816,3.919924158,0,1,0,1,1,1
84240,117.8279672,193.7917812,5.949220267,15430.96929,1.644701049,0,1,0,0,0,0
84245,246.7715994,872.1033978,12.95385184,140133.0603,3.534050919,0,1,1,1,1,1
84286,203.177598,2366.031418,35.69915307,312628.3508,11.64513923,0,1,1,1,1,1
84302,109.5639161,178.0406103,29.97748807,14689.91876,1.624993124,0,1,0,0,0,0
84586,126.8266766,223.2544264,34.41077224,21920.22656,1.760311256,0,1,0,0,0,0
84686,98.09772656,199.3660834,20.47389215,14598.29191,2.032321139,0,1,0,0,0,0
84814,88.5222996,817.1848525,18.46537019,61140.84863,9.231401084,0,1,1,1,1,1
84862,80.55942459,200.129601,17.48865398,11366.46887,2.484248144,0,1,0,0,0,0
84877,85.76337671,727.6089662,10.65720092,48138.03398,8.483912296,0,1,1,1,1,1
84881,82.32873823,686.0396789,44.84624859,44504.60872,8.332930805,0,1,1,1,1,1
84892,75.8023654,180.4848468,178.7288365,11123.93925,2.38099228,0,1,0,0,0,0
84954,94.52984268,277.7770692,46.87625201,17666.76941,2.938511917,0,1,0,0,0,0
84959,79.64621211,646.6381917,44.41909784,34399.16362,8.118881922,0,1,0,1,1,1
84960,100.9641024,393.6495752,19.13872143,34810.57654,3.898906305,0,1,1,1,0,0
85069,95.41360035,144.8929578,175.6756258,9465.881211,1.518577616,0,1,0,0,0,0
85209,89.13279403,187.6445803,132.5848524,12854.51525,2.105224933,0,1,0,0,0,0
85262,56.06670691,722.1386252,25.37095693,23359.73329,12.87999002,0,1,0,1,1,1
85333,89.07298021,172.5662911,142.8144206,9611.733062,1.937358453,0,1,0,0,0,0
85347,110.118338,570.3806167,13.77372011,45247.04595,5.179706007,0,1,1,1,1,1
85446,153.7009734,876.6594354,26.30564724,90569.07408,5.703668727,0,1,0,1,1,1
85454,61.88849253,182.033623,38.82427083,8219.640693,2.941316156,0,1,0,0,0,0
85579,86.89078833,157.6045742,177.4557946,9810.082436,1.813823735,0,1,0,0,0,0
85599,118.7978669,524.0388583,40.18891715,47427.72755,4.411180704,0,1,0,1,0,1
85613,56.59933652,200.4956675,25.58128825,9514.702406,3.542367805,0,1,0,0,0,0
85779,115.0002279,213.1469632,35.96383772,15256.30864,1.853448182,0,1,0,0,0,0
85834,62.55674894,339.6040247,16.49181732,16679.70167,5.428735196,0,1,0,0,1,0
85859,137.5848709,525.5627286,5.075545168,56604.01116,3.819916573,0,1,1,1,0,1
85894,82.78918204,505.3676174,49.74083998,36045.94476,6.104271173,0,1,1,1,1,1
85926,111.2390355,256.4029629,26.4916619,19104.34558,2.304972906,0,1,0,0,0,0
85986,154.2723392,282.3806544,115.5275244,28292.37516,1.830403661,0,1,0,0,0,0
85996,107.5696136,1191.549904,39.41491448,97434.31564,11.07701203,0,1,1,1,1,1
86032,314.9446283,2310.836898,44.76862125,596720.9469,7.337279922,0,1,0,1,1,1
86082,70.79179401,461.8024269,47.08464151,23918.7535,6.523389233,0,1,1,1,1,1
86238,249.3692422,1539.122324,5.553369048,287410.7143,6.172061601,0,1,1,1,1,1
86399,114.9774216,402.8513189,11.14938558,36930.37323,3.503742851,0,1,0,1,0,1
86458,206.2742126,659.1251197,174.8751714,83074.26098,3.195383036,0,1,0,1,1,1
86468,114.8176131,195.9724706,69.72666291,18303.27723,1.706815404,0,1,0,0,0,0
86473,74.31976451,163.741405,131.9591207,8549.618508,2.203201343,0,1,0,0,0,0
86523,90.91556619,1130.460197,5.709765737,87007.92134,12.43417651,0,1,1,1,1,1
86571,132.1816987,732.6813709,37.8926325,76909.88027,5.542986496,0,1,0,1,1,1
86583,134.2844541,214.118393,92.19743593,20936.07271,1.594513635,0,1,0,0,0,0
86592,249.7714772,1758.91642,36.17671244,314765.2909,7.042102807,0,1,1,1,1,1
86601,68.30630159,202.9318336,43.57460731,12102.20746,2.970909402,0,1,0,0,0,0
86605,104.3995622,296.9614262,141.7990725,22091.22787,2.844470033,0,1,0,0,0,0
86807,122.390231,908.1662533,42.02270362,97204.90548,7.420251156,0,1,1,1,1,1
86851,176.7708953,557.4650026,22.2119027,60391.27544,3.153601738,0,1,0,1,0,0
86934,92.08300245,203.4071407,18.74062409,14088.29434,2.208954262,0,1,0,0,0,0
86956,77.88158412,209.1682579,23.48559582,11851.85091,2.685721667,0,1,0,0,0,0
87046,76.74588647,159.5022408,179.2969851,9982.826313,2.078316483,0,1,0,0,0,0
87116,147.7811544,1658.716109,34.90953284,174852.3282,11.22413826,0,1,1,1,1,1
87144,206.8384481,443.3827151,137.2219407,55498.87528,2.143618457,0,1,0,0,0,0
87158,65.55868164,205.6608863,49.69422932,8576.980496,3.137050367,0,1,0,0,0,0
87171,161.9540482,596.4377347,35.73645028,79824.95122,3.682759038,0,1,1,1,1,1
87175,93.89529608,254.7247215,2.509322773,18303.66012,2.712859239,0,1,0,0,0,0
87210,93.65331652,159.3590476,173.9340956,10817.88882,1.701584669,0,1,0,0,0,0
87212,55.15780373,222.9084649,34.34574853,8816.821685,4.041286088,0,1,1,0,0,0
87283,60.6370171,417.1991652,49.03007039,19783.20585,6.880271905,0,1,1,0,1,0
87291,75.1286593,232.2393323,22.30061544,11749.66209,3.091221572,0,1,0,0,0,0
87395,82.31140098,421.8396543,12.49971749,25301.79949,5.124923756,0,1,1,1,1,0
87399,227.0994237,1560.596163,44.66060695,211845.5701,6.871863157,0,1,0,1,1,1
87402,116.3743139,853.3991385,41.87353572,66275.96647,7.333225949,0,1,1,1,1,1
87409,114.6090129,335.7786504,9.64710071,25729.10709,2.929775258,0,1,0,0,0,0
87496,97.28908369,646.4373194,14.68554581,55523.69706,6.644500029,0,1,1,1,1,1
87507,130.3822997,691.2110985,35.89925543,56080.71309,5.301418214,0,1,1,1,1,1
87509,160.5244034,327.4091138,75.33597733,31918.21235,2.039622056,0,1,0,0,0,0
87578,131.1839949,797.5750171,27.94587988,94141.99838,6.079819552,0,1,1,1,1,1
87582,102.992418,299.7648181,58.0056299,24482.12555,2.910552291,0,1,1,0,0,0
87619,31.44033602,393.9261412,40.05306842,10046.36775,12.52932351,0,1,1,0,1,0
87625,74.70080608,233.3111514,23.18306592,12347.56907,3.123274883,0,1,0,0,0,0
87653,177.5734651,1726.016434,25.02701647,240389.3118,9.720013255,0,1,1,1,1,1
87779,244.4797063,1790.751632,29.35902327,391061.162,7.324745515,0,1,1,1,1,1
87786,72.33715459,209.0282163,41.67951038,10183.70681,2.889638354,0,1,0,0,0,0
87805,33.05465233,416.1458913,91.64393833,8783.827557,12.58963147,0,1,0,0,0,0
87850,155.7523355,269.9734991,41.60934003,30685.72527,1.733351209,0,1,0,0,0,0
87892,202.8775103,984.2959443,3.956414989,136240.1142,4.851675983,0,1,0,1,1,1
87920,118.4689227,202.8593845,114.2642765,13691.40334,1.712342612,0,1,0,0,0,0
87935,59.11739345,197.6210062,22.88812299,9806.97327,3.342857231,0,1,1,0,0,0
87972,67.20050876,169.6815153,43.62183091,8355.01061,2.525003432,0,1,0,0,0,0
87993,67.82312523,161.7314049,40.88738522,8050.984752,2.384605609,0,1,0,0,0,0
88017,274.9598702,810.7926653,59.06617454,122964.9598,2.948767268,0,1,0,1,1,1
88020,129.5628614,1373.541893,25.60986626,150529.4683,10.60135503,0,1,1,1,1,1
88039,224.1499026,2707.999906,39.39423601,478353.183,12.08120046,0,1,1,1,1,1
88042,360.0253854,728.3706223,76.41075661,150886.8981,2.023109069,0,1,0,0,0,0
88084,79.2946298,481.2255194,27.70019601,26010.86344,6.068828628,0,1,1,0,1,0
88136,83.76293527,322.5530032,28.73262207,21025.33891,3.850784385,0,1,0,0,0,0
88165,45.53374781,297.0923276,88.87594409,9102.007315,6.524662296,0,1,0,0,0,0
88166,44.88608118,267.0987996,43.44535909,9844.043074,5.950592981,0,1,1,0,0,0
88177,124.2083137,658.6906502,32.62072553,66458.61058,5.303112412,0,1,1,1,1,1
88221,271.9772108,534.2623765,76.05555427,72932.68674,1.964364496,0,1,0,0,0,0
88265,93.4105394,225.3438702,31.76489886,13907.27228,2.41240305,0,1,0,0,0,0
88322,163.6474442,1427.550066,35.93147109,172086.0092,8.723326377,0,1,1,1,1,1
88344,90.93329172,354.6340107,31.8877613,27902.3279,3.89993592,0,1,0,1,0,0
88380,85.5729982,338.0322954,90.5346546,16077.4507,3.950221477,0,1,0,0,0,0
88405,126.9845197,222.1616376,60.11647995,20667.36614,1.749517485,0,1,0,0,0,0
88431,159.990233,1781.527715,8.192139,249529.0993,11.13522796,0,1,1,1,1,1
88470,96.92882852,237.2543352,22.72882085,15184.67693,2.447716937,0,1,0,0,0,0
88531,60.42121832,240.0821424,46.22205824,10623.27738,3.97347404,0,1,0,0,0,0
88634,79.45548994,1004.894087,45.52924584,63718.66546,12.64725808,0,1,1,1,1,1
88675,82.08695516,177.5809456,38.8528018,11110.74006,2.163327233,0,1,0,0,0,0
88813,92.13227882,166.7923722,29.49164662,10118.00177,1.810357611,0,1,0,0,0,0
88826,205.8157997,639.6362253,48.1422922,85826.01568,3.10780915,0,1,0,1,1,1
88830,48.27405306,338.8221593,31.95122351,9255.671129,7.018722021,0,1,0,0,1,0
88889,117.2969193,510.9424494,54.47843863,51145.84402,4.355975012,0,1,1,1,0,1
89041,179.7725593,641.6645873,8.44213768,98190.98101,3.569313303,0,1,0,1,1,1
89058,166.7786483,1226.412423,42.95521789,140791.4103,7.353533775,0,1,1,1,1,1
89079,118.998216,242.4632188,33.17841509,19458.41938,2.037536587,0,1,0,0,0,0
89201,95.18644869,256.1266242,52.9669577,15241.71643,2.690788739,0,1,0,0,0,0
89250,175.7964489,870.3930581,39.85687371,86154.4152,4.951141299,0,1,0,1,1,1
89256,106.8632656,154.637388,165.2664191,12216.93231,1.447058418,0,1,0,0,0,0
89263,82.72888511,406.7022731,20.10445494,25589.27984,4.916085507,0,1,1,1,1,0
89324,93.19725274,312.582156,37.08366263,21338.92152,3.353984659,0,1,0,0,0,0
89369,116.0510224,357.3939572,36.97469768,31968.61883,3.079627822,0,1,0,0,0,0
89372,105.2531516,463.5124921,19.68694623,38398.41512,4.403787296,0,1,1,1,0,0
89432,118.3373248,1362.070668,41.22266417,125181.6651,11.51006811,0,1,1,1,1,1
89467,96.89038195,173.6119356,101.8408208,11652.34814,1.791838695,0,1,0,0,0,0
89494,236.0766229,2824.126517,41.87539124,443808.0188,11.9627538,0,1,0,1,1,1
89496,52.94593862,339.3096935,28.59342981,15223.74407,6.408606634,0,1,1,0,1,0
89504,142.9783047,172.0642551,52.04856851,17352.42694,1.203429117,0,1,0,0,0,0
89522,87.57032218,164.3417563,65.87735188,11219.56294,1.876683244,0,1,0,0,0,0
89535,87.43623736,155.021018,15.18097365,10461.03586,1.772960762,0,1,0,0,0,0
89668,62.27559806,469.757995,49.42248333,23477.06407,7.543211299,0,1,1,1,1,1
89706,105.9582945,168.6850306,12.69768855,11121.64729,1.59199458,0,1,0,0,0,0
89719,142.0993571,493.0467045,37.91895691,47922.34216,3.469732125,0,1,0,1,0,1
89798,81.62144969,178.0466526,3.324219517,10902.88084,2.181370868,0,1,0,0,0,0
89910,126.9517352,159.9467614,4.037488932,13586.19657,1.259902128,0,1,0,0,0,0
89942,82.43410067,195.792103,157.8190491,12985.86481,2.375134822,0,1,0,0,0,0
90020,98.76135072,141.6955404,167.4419816,10484.91334,1.434726635,0,1,0,0,0,0
90105,79.31134624,523.7631627,26.80039259,34997.70237,6.603886928,0,1,1,1,1,1
90140,123.9759046,213.7118711,34.78581199,18117.2398,1.723817799,0,1,0,0,0,0
90156,47.83169617,436.7263962,43.88209279,15502.78032,9.130481064,0,1,1,0,1,0
90198,143.1417087,458.0320475,11.97205856,47479.5534,3.199850355,0,1,0,1,0,0
90204,150.9038555,1725.713656,45.23105452,188576.649,11.43584868,0,1,0,1,1,1
90411,163.5260264,682.783887,19.96943997,73875.73552,4.17538359,0,1,1,1,1,1
90421,101.1011303,412.9042602,12.40484308,29914.49687,4.084071651,0,1,0,1,0,0
90467,89.49167134,219.6842892,53.00201836,14029.68973,2.454801501,0,1,0,0,0,0
90497,229.5525585,1585.543749,174.5935471,202146.5703,6.90710554,0,1,0,1,1,1
90526,68.71948387,659.7113793,19.88290646,40934.55357,9.60006307,0,1,1,1,1,1
90572,300.1697441,924.4505559,30.23870093,184699.8673,3.079759283,0,1,0,1,1,1
90621,279.5536291,897.5799412,62.05975307,172037.1367,3.210761184,0,1,0,1,1,1
90698,169.2310642,540.3088304,25.94996676,78585.62263,3.192728432,0,1,0,1,1,1
90723,74.22746055,452.3969073,40.52445299,26248.20092,6.094737769,0,1,1,0,1,0
90788,92.99154917,371.2500575,58.03342987,25477.80822,3.992298879,0,1,0,1,0,0
90812,43.65824167,796.8672763,45.76210459,27243.23522,18.25239052,0,1,1,1,1,1
90819,98.598601,309.6580535,67.89666392,19774.1121,3.140592771,0,1,1,0,0,0
90833,41.85901908,247.0421822,36.42592492,8956.164157,5.901767114,0,1,0,0,0,0
90835,138.6021192,1059.046993,45.76546639,95982.06952,7.640914865,0,1,0,1,1,1
90843,152.3829684,849.5350854,15.90235039,98772.49101,5.575000242,0,1,0,1,1,1
90848,128.1655903,1484.660377,39.20704059,149429.8744,11.58392338,0,1,1,1,1,1
90892,256.6237663,2143.6827,44.69098287,396812.1627,8.353406744,0,1,0,1,1,1
90946,112.3307895,289.3466192,155.2561934,22321.73696,2.575844259,0,1,0,0,0,0
90966,241.2791903,1978.638423,39.64526122,298432.2984,8.200617801,0,1,0,1,1,1
91003,105.9391653,296.5425467,24.88054051,25370.23468,2.799177677,0,1,0,0,0,0
91023,77.39299261,161.3954704,174.1559066,8544.367128,2.085401597,0,1,0,0,0,0
91075,95.27014731,732.2988792,22.866996,55558.76395,7.686551347,0,1,1,1,1,1
91143,104.4568101,202.7687751,173.5158234,12575.90439,1.941173342,0,1,0,0,0,0
91152,133.520522,1110.710907,6.784735759,114259.1927,8.318653119,0,1,1,1,1,1
91188,69.36143519,244.2354733,134.2569127,11560.20655,3.521199822,0,1,0,0,0,0
91191,51.58231108,315.4527616,46.48967821,12999.6442,6.115522064,0,1,1,0,1,0
91203,133.5359995,235.2977876,79.42809731,16127.0582,1.76205509,0,1,0,0,0,0
91219,109.4476966,149.8614023,4.132993364,11157.54291,1.369251314,0,1,0,0,0,0
91353,180.3285535,660.6520267,28.20439962,82022.40797,3.663601876,0,1,1,1,1,1
91406,78.60239295,402.3881215,171.0512794,19376.63499,5.119285895,0,1,0,0,1,0
91445,109.8175061,844.4088943,37.29418232,72696.22369,7.689201154,0,1,1,1,1,1
91599,188.3128762,788.0453259,42.28549558,132004.0984,4.184766023,0,1,0,1,1,1
91656,88.96712974,390.820963,10.67320632,23913.32805,4.392869188,0,1,1,0,0,0
91708,218.0303327,724.2548105,58.55844455,105109.5925,3.321807574,0,1,0,1,1,1
91720,69.74822406,157.2415864,2.541533877,8788.753593,2.254417063,0,1,0,0,0,0
91806,60.12513731,513.6746621,52.21114603,23027.09764,8.543426012,0,1,1,1,1,1
91821,161.5809924,223.5451987,110.9329595,23143.63209,1.383486977,0,1,0,0,0,0
91841,216.4737269,283.6944299,8.678504441,36261.69068,1.310525919,0,1,0,0,0,0
91854,70.05347225,171.6324913,17.92999976,9015.301598,2.450021188,0,1,0,0,0,0
91874,95.75502683,249.6462772,21.94982538,15190.47966,2.607134951,0,1,0,0,0,0
91912,118.3309291,313.0122418,75.31194685,28387.26065,2.645227619,0,1,0,0,0,0
91993,85.85332456,404.3056223,41.88500437,28720.70435,4.709259942,0,1,1,1,0,0
91994,238.0401793,278.5429982,61.31561797,44806.7684,1.170151186,0,1,0,0,0,0
92100,139.8606777,330.4857759,18.22930525,33340.55849,2.36296421,0,1,0,0,0,0
92107,49.69404343,335.2753536,42.80554508,12496.78519,6.746791576,0,1,0,0,1,0
92133,64.63339811,159.280592,19.10248044,8097.662865,2.464369763,0,1,0,0,0,0
92144,89.12038856,931.5154505,22.25919996,71516.402,10.45232708,0,1,1,1,1,1
92264,98.29225974,709.4955144,6.132413019,52697.75342,7.218223655,0,1,1,1,1,1
92298,184.8289011,269.592127,163.499987,30842.12928,1.458603743,0,1,0,0,0,0
92332,246.3060329,3210.401899,42.55988139,575509.3587,13.03419921,0,1,0,1,1,1
92398,267.1363635,2996.373649,46.79533055,665586.0497,11.2166446,0,1,1,1,1,1
92448,67.85342123,186.5968262,179.2323356,8581.076743,2.749998789,0,1,0,0,0,0
92498,44.48656784,228.5082951,26.10150958,8151.676617,5.136568322,0,1,0,0,0,0
92633,80.04778307,471.9692845,30.20990365,27667.22085,5.896094388,0,1,0,1,1,1
92645,100.3827088,351.2389566,171.6215256,21909.49949,3.498998591,0,1,0,1,0,0
92653,39.87932809,248.5692215,44.05767305,8560.327909,6.233034341,0,1,1,0,0,0
92659,43.77070976,554.1598979,45.35326859,21184.59893,12.6605189,0,1,1,1,1,1
92686,127.9001163,1024.234256,45.12693351,92548.66819,8.008079164,0,1,1,1,1,1
92700,91.18205197,516.8628844,17.78378536,37003.66995,5.668471735,0,1,1,1,1,1
92809,50.86782532,603.0503951,44.40394431,27423.43471,11.85524231,0,1,1,1,1,1
92839,274.7607704,715.8058396,166.8373961,133775.8864,2.605196654,0,1,0,1,0,1
92849,59.88710873,363.8904305,17.13146599,16131.33953,6.076273144,0,1,1,0,1,0
92932,174.5128211,1179.741358,43.99468457,157087.8973,6.760198767,0,1,0,1,1,1
92941,118.7951519,816.7123941,22.14500664,82690.19661,6.87496401,0,1,1,1,1,1
92942,87.61299414,283.2672817,57.82990405,16967.45525,3.233165177,0,1,0,0,0,0
92994,120.3726958,823.5217596,7.759878305,53760.5189,6.841433217,0,1,0,1,1,1
92996,87.73723096,140.3955405,38.71121943,9192.545262,1.600182032,0,1,0,0,0,0
93006,117.0894474,161.476769,9.423072989,14184.97717,1.379089001,0,1,0,0,0,0
93018,86.93936258,158.9822307,91.09637379,8759.088234,1.828656502,0,1,0,0,0,0
93078,106.8817122,205.4747226,14.36911204,16192.1811,1.922449766,0,1,0,0,0,0
93090,497.7037785,1162.390229,27.82741691,368365.2206,2.335506136,0,1,0,0,0,0
93220,153.0245958,1184.376186,12.47618247,114786.468,7.739776601,0,1,1,1,1,1
93247,65.02871531,272.2232399,19.22007969,11138.15115,4.186200489,0,1,0,0,0,0
93250,274.6525954,1492.053492,6.017905616,336158.1698,5.432511898,0,1,1,1,1,1
93295,106.9366519,160.8660395,171.0607614,10170.49328,1.50431154,0,1,0,0,0,0
93303,79.36567476,238.1822856,38.03309531,12784.70458,3.001074284,0,1,0,0,0,0
93460,82.9685071,179.9874611,4.009779771,10254.88002,2.169346748,0,1,0,0,0,0
93517,94.22316982,277.4283465,15.73562488,20353.11948,2.944375009,0,1,0,0,0,0
93566,137.2142507,1070.675125,33.3822679,116872.9721,7.802944084,0,1,1,1,1,1
93584,151.1618707,701.225781,7.251461849,80505.83799,4.638906476,0,1,1,1,1,1
93632,84.7604048,243.1515613,172.0846509,17358.81433,2.868692781,0,1,1,0,0,0
93678,106.5312918,178.8849566,14.61887381,14495.44915,1.679177579,0,1,0,0,0,0
93711,177.0980898,1256.765379,51.88113464,179993.4813,7.096436675,0,1,1,1,1,1
93930,224.5741887,1105.331365,13.20805619,209172.4484,4.92189851,0,1,1,1,1,1
93948,132.2495492,179.5931839,59.60048403,15865.49266,1.357987116,0,1,0,0,0,0
93978,94.82163428,1035.160707,16.21543203,81074.21757,10.91692539,0,1,1,1,1,1
93981,182.1664812,380.6565492,32.92850187,42722.34176,2.089608071,0,1,0,0,0,0
94002,30.75309831,489.4901392,88.91480402,9364.76434,15.91677477,0,1,0,0,1,0
94115,111.8098514,995.02249,45.06694035,92963.44513,8.899238102,0,1,1,1,1,1
94157,130.7206586,197.1491525,25.65420827,16974.66528,1.508171352,0,1,0,0,0,0
94234,116.3838416,407.673984,7.675399821,35463.63888,3.502840071,0,1,0,1,0,1
94302,66.96527627,224.7272981,98.57225482,11702.91633,3.355878011,0,1,0,0,0,0
94335,91.07277227,504.2123919,13.76960155,34498.29537,5.536368108,0,1,1,1,1,1
94433,243.7929275,1863.331484,48.69884614,330780.7272,7.643090808,0,1,1,1,1,1
94440,45.90148051,526.7673219,39.77188389,20374.02804,11.47604208,0,1,1,1,1,1
94450,78.41401461,216.9783923,37.46224291,13078.69157,2.767086896,0,1,0,0,0,0
94477,46.60533334,451.1806496,28.50400286,13962.79219,9.680880219,0,1,0,0,1,0
94526,137.0923995,2467.725582,33.27472686,286122.2102,18.0004551,0,1,1,1,1,1
94531,191.001981,603.8600918,58.62406725,75557.9972,3.161538371,0,1,0,1,1,1
94544,78.23608348,587.9497268,29.54650443,28211.17476,7.515071059,0,1,1,1,1,1
94574,88.96924634,144.1644328,51.90075854,9111.531818,1.620385006,0,1,0,0,0,0
94662,174.5973256,705.1690563,9.721491892,88881.66601,4.0388308,0,1,0,1,1,1
94670,105.6539863,157.3418649,4.442507916,10882.78195,1.489218441,0,1,0,0,0,0
94731,94.73680629,179.94232,38.51703554,11276.52658,1.899391873,0,1,0,0,0,0
94742,71.19089472,353.4545511,25.01862446,21744.27833,4.964884237,0,1,1,0,1,0
94816,143.9780183,376.8612364,31.60919468,40874.20727,2.617491482,0,1,0,0,0,0
94843,156.5136241,339.4074806,14.79846439,32801.63551,2.168549112,0,1,0,0,0,0
94849,97.91721336,173.5539024,113.6557021,11725.86047,1.772455491,0,1,0,0,0,0
94932,130.8026574,1460.419366,20.00992133,153336.17,11.16505884,0,1,1,1,1,1
94969,175.9546852,1645.375452,27.09879955,240322.5703,9.351131798,0,1,1,1,1,1
94970,92.08005583,215.0405928,8.689505434,14153.63573,2.335365578,0,1,1,0,0,0
94989,103.8521208,361.9403017,100.3880164,26638.15624,3.485150799,0,1,0,1,0,0
94997,132.2913269,316.0035261,90.18078284,21876.28319,2.388694206,0,1,0,0,0,0
95021,123.6698974,789.642305,137.6568446,70244.1616,6.385080942,0,1,0,1,1,1
95036,65.62255079,439.7843611,89.34768766,17552.53981,6.701726096,0,1,0,0,1,0
95207,89.32614302,493.15902,57.78052509,34373.68445,5.520881158,0,1,1,1,1,1
95271,208.5071488,996.6753821,17.87588384,138348.6911,4.780053766,0,1,0,1,1,1
95275,492.7785405,634.3874273,89.73928019,170619.1258,1.287368209,0,1,0,0,0,0
95318,492.0299093,2631.670028,40.1675279,750820.9927,5.348597674,0,1,1,1,1,1
95381,78.1430701,575.7326928,7.749470032,35938.37114,7.367674344,0,1,1,1,1,1
95456,108.326114,197.6897486,8.505238496,17693.0356,1.824950063,0,1,0,0,0,0
95480,65.18045118,625.1406826,91.33615491,22696.44339,9.590922911,0,1,0,1,1,1
95500,73.22657136,174.4607621,61.88227279,9485.877637,2.382478913,0,1,0,0,0,0
95577,332.4790894,1506.436977,44.61297446,313246.8807,4.530922469,0,1,0,1,1,1
95679,365.2496503,1664.525138,35.58746135,442175.7956,4.557225823,0,1,0,1,1,1
95691,163.7350835,1171.03487,37.10044033,110781.4825,7.152009486,0,1,0,1,1,1
95746,96.82842258,959.8856623,24.08752493,80293.80518,9.913263448,0,1,1,1,1,1
95903,223.3398344,773.0851051,58.44407125,135845.7812,3.461474336,0,1,0,1,1,1
95907,97.2866654,535.6336683,53.0401247,41170.21772,5.505725436,0,1,1,1,1,1
95910,141.8968307,1485.268648,48.31301054,161606.0066,10.46724329,0,1,1,1,1,1
95969,109.0298372,225.6224853,30.82221477,19104.11732,2.069364599,0,1,0,0,0,0
95984,82.32461173,290.173473,7.812027228,17101.26093,3.524747544,0,1,1,0,0,0
96005,93.67848584,148.1245178,40.8846979,8076.630306,1.581201024,0,1,0,0,0,0
96022,91.91772194,140.3470385,57.77385258,9860.28973,1.526876814,0,1,0,0,0,0
