ORIG_FID,Width,Length,Orient,Area,Elong,Bed,Topo,Y/N,rf_bedform_pred,xgb_bedform_pred,ens_bedform_pred
42909,107.813732,1143.848619,4.167434102,104400.1444,10.60948914,0,1,1,1,1,1
42938,167.3155146,267.1657808,38.26124544,31147.67771,1.596778287,0,1,0,0,0,0
42976,163.84278,1205.299902,13.63836673,171940.2568,7.356441962,0,1,1,1,1,1
43020,247.9055221,2596.002817,2.525938318,417104.9449,10.4717426,0,1,0,1,1,1
43165,132.8625758,708.2567529,43.57470011,72285.31134,5.330746816,0,1,1,1,1,1
43179,124.0874549,298.8197981,34.69574566,30591.25104,2.408138667,0,1,0,0,0,0
43186,63.77981207,195.9822428,44.49317638,10473.98461,3.072794298,0,1,0,0,0,0
43221,107.295231,630.3579453,34.24409367,51726.77173,5.874985677,0,1,1,1,1,1
43251,89.84458582,432.2786483,44.78637811,32850.2214,4.811404542,0,1,1,1,1,1
43286,200.6660263,822.7265204,49.824927,123298.134,4.099979133,0,1,0,1,1,1
43421,51.43362889,629.4359082,9.401936982,24610.77314,12.23782809,0,1,1,1,1,1
43432,60.4259144,342.4929449,55.00809356,13652.39842,5.667981168,0,1,0,0,1,0
43456,188.8267514,498.7063283,13.00035204,59983.19493,2.641078791,0,1,0,0,0,0
43514,76.51817911,160.480054,171.2890405,8890.897304,2.097280096,0,1,0,0,0,0
43608,94.92341669,248.0967697,28.80873858,17927.2236,2.613651914,0,1,0,0,0,0
43659,112.2302191,809.599985,8.121403597,70428.25969,7.213743245,0,1,1,1,1,1
43660,92.17193552,146.4729512,133.9932935,10062.3286,1.589127432,0,1,0,0,0,0
43768,489.8857409,1337.88835,13.19758755,413301.7099,2.731021212,0,1,0,1,0,0
43841,119.6459994,322.0512759,9.664659645,30843.55847,2.691701164,0,1,0,0,0,0
43857,70.79395155,366.3050337,26.82969146,14498.51416,5.174241947,0,1,0,0,0,0
43890,225.1094293,350.8309545,53.22544361,42813.86953,1.558490711,0,1,0,0,0,0
44027,84.86671668,285.5248041,176.1453981,14649.09379,3.364390839,0,1,0,0,0,0
44111,103.6642993,382.3661129,41.37270099,29915.12071,3.688503326,0,1,0,1,0,0
44171,109.4941914,422.7783715,140.9730987,28661.48685,3.861194515,0,1,0,1,0,0
44239,142.7904727,187.0096785,130.8147519,17330.0237,1.309678965,0,1,0,0,0,0
44266,88.81023267,214.2491633,27.52957716,14955.32386,2.412437811,0,1,0,0,0,0
44317,91.0707496,168.1734654,80.71069867,10798.87526,1.846624368,0,1,0,0,0,0
44323,132.7315677,661.7616059,41.20248525,56560.83791,4.985713779,0,1,1,1,1,1
44339,51.8103663,535.0455152,43.79739558,20450.65036,10.32699734,0,1,0,1,1,1
44370,445.0350979,2091.287059,27.52514487,495852.7956,4.699150851,0,1,0,1,1,1
44421,349.3299881,1020.765407,27.90915918,181352.3968,2.922066359,0,1,0,1,1,1
44510,100.0884838,1181.537416,8.489956123,89957.78803,11.80492871,0,1,1,1,1,1
44652,154.6661242,1590.531451,9.044899372,171884.6252,10.28364459,0,1,1,1,1,1
44784,83.32459411,353.1327856,28.54555048,18967.79309,4.238037873,0,1,0,0,0,0
44793,256.3770796,1075.0021,8.929002015,171910.6994,4.193050726,0,1,0,1,1,1
44817,70.74989062,386.0561207,47.91719406,19429.86172,5.45663205,0,1,0,0,1,0
44818,193.8456498,875.4670743,175.8484752,149760.5696,4.516310143,0,1,1,1,1,1
44875,129.8017245,656.912242,33.652896,62507.1846,5.060889941,0,1,0,1,1,1
44887,333.0412866,584.3862963,89.97280801,121080.4096,1.754696249,0,1,0,0,0,0
44901,127.2455137,1332.714329,18.73367281,130310.5218,10.47356633,0,1,1,1,1,1
45019,133.5544374,1443.814736,178.7852185,167518.6989,10.81068337,0,1,1,1,1,1
45024,221.4196775,1694.17138,10.28054097,323144.639,7.651403886,0,1,1,1,1,1
45031,170.1159318,650.6825091,9.835396343,84323.99096,3.82493575,0,1,1,1,1,1
45037,190.928014,2183.704469,22.75079036,375415.9759,11.43731831,0,1,1,1,1,1
45069,104.7887735,847.5288388,39.43180868,71756.42556,8.087973651,0,1,1,1,1,1
45212,135.2820522,822.8366554,14.54296342,96173.40381,6.08237857,0,1,1,1,1,1
45267,88.0768821,1485.137031,11.97635134,105775.3297,16.86182567,0,1,1,1,1,1
45284,192.6070026,2344.371452,28.19429814,319927.77,12.17178721,0,1,1,1,1,1
45400,85.97070698,211.8820777,43.80241508,13798.88576,2.464584567,0,1,1,0,0,0
45401,85.00572159,220.3608739,129.320314,14096.67031,2.592306375,0,1,0,0,0,0
45527,117.5554237,1973.212828,41.09169725,182239.2496,16.78538315,0,1,1,1,1,1
45565,228.3207929,501.2174059,164.3320913,81045.57524,2.195233292,0,1,0,0,0,0
45571,214.2595234,1776.014423,7.821890935,227539.1413,8.289080433,0,1,0,1,1,1
45622,118.5220737,1440.640725,25.91014533,127414.3513,12.15504151,0,1,1,1,1,1
45623,75.04196426,552.6983187,41.31407311,31993.53167,7.365189919,0,1,1,1,1,1
45652,313.6800756,417.2855215,179.1029158,79241.26719,1.330290171,0,1,0,0,0,0
45662,264.7720647,485.6464909,45.10770085,87962.23102,1.834205929,0,1,0,0,0,0
45691,134.6740521,712.4634322,43.03088384,75677.10779,5.29027991,0,1,1,1,1,1
45729,84.68187264,144.7060716,32.55387304,8659.481902,1.708819928,0,1,0,0,0,0
45736,158.571263,325.2510726,32.63279373,33290.11091,2.051135032,0,1,0,0,0,0
45858,81.87952063,386.7564373,24.96055564,23763.12071,4.723481944,0,1,0,0,0,0
45935,422.5025774,658.0237743,76.77716394,155293.507,1.557443219,0,1,0,0,0,0
45974,20.56612568,490.2134656,91.83202907,8159.329088,23.83596567,0,1,0,0,0,0
46064,93.62515474,144.2146763,108.1451511,11400.65723,1.540341126,0,1,0,0,0,0
46075,91.68054377,695.6441584,25.10123862,55365.24652,7.587696689,0,1,1,1,1,1
46082,226.7235464,402.6358597,72.62071559,66730.99539,1.775889033,0,1,0,0,0,0
46124,87.17170056,287.9287684,106.2806637,16636.17018,3.303007358,0,1,0,0,0,0
46130,92.30287171,213.4043861,14.49321242,13840.29319,2.312001589,0,1,0,0,0,0
46233,334.0193287,1222.02836,21.13786605,276264.7329,3.658555823,0,1,0,1,1,1
46280,88.09045141,825.3135804,19.70213745,60461.94307,9.36893349,0,1,1,1,1,1
46322,112.8479445,798.8078289,22.77267212,74772.90816,7.078620994,0,1,1,1,1,1
46343,71.38330711,193.9580979,15.45418985,9958.96692,2.71713522,0,1,0,0,0,0
46462,65.81497528,490.861878,40.19335816,23404.27956,7.458209563,0,1,1,1,1,1
46463,213.4139608,1503.135845,22.96847385,214321.8016,7.043287328,0,1,0,1,1,1
46491,115.7031616,210.8777965,80.65658745,19387.94597,1.822575923,0,1,0,0,0,0
46573,101.2626591,207.3747714,45.12782827,16522.90027,2.047889846,0,1,0,0,0,0
46625,44.26388434,375.1507176,175.5073909,10720.93367,8.475323014,0,1,0,0,1,0
46686,488.1542069,1839.65165,32.35806929,487633.0636,3.768587106,0,1,0,1,1,1
46705,100.9422175,256.222612,92.49114651,13978.78957,2.538309722,0,1,0,0,0,0
46715,201.0297037,1250.005369,6.495822101,184213.466,6.218013287,0,1,1,1,1,1
46721,335.9922195,1878.609216,30.24365943,452116.3849,5.591228327,0,1,0,1,1,1
46722,226.8877443,498.77703,173.4187326,57539.69305,2.19834276,0,1,0,0,0,0
46746,86.51626617,161.1233669,104.1930701,9919.392806,1.862347672,0,1,0,0,0,0
46757,81.44462842,303.2966544,169.0760385,20216.89875,3.723961423,0,1,1,0,0,0
46778,177.5723412,1723.037413,36.28826281,200556.6712,9.703298393,0,1,1,1,1,1
46796,21.78280275,661.338221,91.88467553,11129.41156,30.36056602,0,1,0,0,1,0
46814,121.1069192,186.6401152,75.74402684,16996.05804,1.541118512,0,1,0,0,0,0
46914,132.5089048,1845.616169,8.082889252,203744.6808,13.92824257,0,1,1,1,1,1
46943,83.52675628,275.2475564,30.19954573,19259.84828,3.295321986,0,1,0,0,0,0
47014,64.2658987,215.8676853,97.51866168,10706.01639,3.358977151,0,1,0,0,0,0
47016,65.14622678,188.4988426,36.38142131,9942.09245,2.893472914,0,1,0,0,0,0
47037,96.49783697,953.4601763,35.20691014,80250.04743,9.880637807,0,1,1,1,1,1
47107,114.2408562,345.9808979,90.09024121,22656.1105,3.028521576,0,1,0,0,0,0
47108,115.6732733,356.7065699,95.34379957,25558.57718,3.083742336,0,1,0,0,0,0
47153,55.78211856,358.2181397,12.49306001,17685.83856,6.421737807,0,1,1,0,1,0
47159,164.3909286,331.608598,45.6247268,39811.57461,2.017195236,0,1,0,0,0,0
47204,92.11470622,982.1379608,44.5773742,76841.62938,10.66211902,0,1,1,1,1,1
47209,58.00986255,358.0833783,40.62919173,14209.47541,6.172801702,0,1,0,0,1,0
47233,76.45195309,455.7636193,48.15749781,27023.09306,5.961438537,0,1,0,1,1,0
47258,136.2130004,369.2770054,46.97360478,32238.77491,2.711026146,0,1,0,0,0,0
47282,343.5488413,1016.872696,12.30767175,214376.274,2.959907221,0,1,0,1,1,1
47287,62.6789864,315.5302548,55.6937631,12493.64756,5.034067603,0,1,0,0,0,0
47320,32.40666329,570.6715456,90.13667832,12312.13108,17.60969775,0,1,0,0,1,0
47479,104.239386,316.4753584,26.2317009,22907.69057,3.036043961,0,1,0,0,0,0
47513,365.1932629,835.2466567,131.3197516,166965.5043,2.287135995,0,1,0,0,0,0
47531,109.8576526,331.7576689,86.89149508,19710.50643,3.019886745,0,1,0,0,0,0
47547,169.5037187,719.635068,52.40685161,85548.20499,4.245541476,0,1,0,1,1,1
47579,81.93321848,273.0512029,81.05513547,17313.67105,3.332606823,0,1,0,0,0,0
47719,59.66480615,271.3741906,41.66935985,14168.76209,4.548312617,0,1,0,0,0,0
47746,127.8752569,364.7610018,75.57805959,31049.80802,2.852475222,0,1,0,0,0,0
47774,179.6421509,316.9164351,65.23531618,46616.70887,1.764154089,0,1,0,0,0,0
47787,234.1440168,1068.295077,2.39322669,191476.6567,4.562555522,0,1,1,1,1,1
47795,107.8366887,398.0691932,44.5254997,33369.102,3.691407794,0,1,0,1,0,0
47816,82.13646178,174.4208658,22.65984063,11260.98104,2.123549785,0,1,0,0,0,0
47857,95.89363111,156.4879969,41.52020015,10833.56402,1.631891452,0,1,0,0,0,0
47974,119.5408789,688.7558569,92.76819377,51020.84756,5.761676366,0,1,0,1,1,1
48007,57.47393048,319.7958623,6.884257312,12750.79181,5.564189879,0,1,1,0,1,0
48015,142.437161,298.7124624,40.97708082,29516.30544,2.097152599,0,1,0,0,0,0
48088,270.8947422,858.371827,49.80185357,128074.017,3.168654437,0,1,0,1,1,1
48173,97.002442,379.8777262,21.3498329,30883.8511,3.916166628,0,1,0,1,0,0
48259,74.93438669,205.0553559,178.6453603,11859.89134,2.736465393,0,1,0,0,0,0
48285,96.78791395,226.921868,29.89755518,14644.01194,2.344526902,0,1,0,0,0,0
48321,53.18062455,343.8698399,105.1229969,11335.95128,6.46607374,0,1,0,0,1,0
48413,73.64722549,262.7166564,43.96262223,12774.79619,3.567230872,0,1,0,0,0,0
48497,92.29104358,164.4408378,16.37153839,10592.70128,1.781763771,0,1,0,0,0,0
48521,85.77725597,154.074981,48.69434326,8901.505782,1.796221845,0,1,0,0,0,0
48563,161.0762497,442.610821,70.33717059,43581.75635,2.747834158,0,1,0,0,0,0
48578,121.1872236,1278.771676,10.08844041,128989.5401,10.55203377,0,1,0,1,1,1
48726,216.9842186,1370.935897,45.57864511,241286.25,6.318136432,0,1,0,1,1,1
48733,98.3501508,236.7616427,126.4185578,12148.97973,2.407333805,0,1,0,0,0,0
48776,124.7721469,190.2356824,155.6553115,18099.13874,1.524664656,0,1,0,0,0,0
48841,135.1563789,279.6134537,36.80626327,26559.12126,2.068814331,0,1,0,0,0,0
48884,71.533236,269.2021905,18.34463983,15157.62605,3.763316265,0,1,0,0,0,0
48912,83.60049492,252.553269,7.328421991,13640.72012,3.020954233,0,1,0,0,0,0
48962,74.78525243,443.8794881,127.9542309,18283.5021,5.935387978,0,1,0,0,1,0
48973,442.2010007,963.9888883,7.334374242,252266.5386,2.179978984,0,1,0,0,0,0
48974,129.1755618,772.220713,6.959363992,75098.94972,5.978071256,0,1,1,1,1,1
49004,477.9135233,2347.778041,16.29300365,802384.4406,4.91255829,0,1,0,1,1,1
49027,185.5433526,507.8860298,36.90444641,59025.50257,2.737290357,0,1,0,0,0,0
49034,111.2158636,562.0817012,22.23866273,54291.72514,5.053970565,0,1,1,1,1,1
49062,144.6810081,493.4888674,47.01116192,53217.66003,3.410875234,0,1,0,1,0,1
49146,482.2503724,1255.422384,14.81120504,346880.0435,2.603258507,0,1,0,1,0,1
49233,73.00136377,259.7755067,116.4766247,12361.5164,3.558502105,0,1,0,0,0,0
49292,192.8807625,372.3200799,52.55866159,46737.0336,1.930312153,0,1,0,0,0,0
49362,69.77248249,214.7888334,39.92484457,8248.80186,3.078417532,0,1,0,0,0,0
49380,106.1877549,178.0134636,155.6512665,14689.04822,1.676402932,0,1,0,0,0,0
49441,119.9556818,279.6279775,33.11156968,26700.781,2.331094061,0,1,0,0,0,0
49457,178.7399585,572.897692,21.79096303,72761.38328,3.20520211,0,1,0,1,1,1
49463,85.52020391,252.5153558,51.70672305,14740.09751,2.952698243,0,1,0,0,0,0
49468,52.79886702,239.6540404,150.9025364,8425.745255,4.538999679,0,1,0,0,0,0
49476,181.3275183,524.2362731,34.9827867,55823.20591,2.891101572,0,1,0,0,0,0
49642,70.7646057,603.2044427,4.849687055,29329.12588,8.524098124,0,1,1,1,1,1
49711,73.37167166,538.5512143,23.51849975,34737.45884,7.340042854,0,1,1,1,1,1
49715,70.66345043,172.5264845,15.65917331,8830.709028,2.441523637,0,1,0,0,0,0
49725,56.43152436,228.1855678,28.44145529,8681.114586,4.04358327,0,1,0,0,0,0
49887,156.6837558,558.0271953,32.13626277,65562.40953,3.56148723,0,1,0,1,1,1
49910,83.23827112,177.7838579,160.6794462,10329.37599,2.13584275,0,1,0,0,0,0
49943,103.559786,210.8102245,136.7890606,17345.16304,2.035637892,0,1,0,0,0,0
49977,110.4979744,214.3336647,16.16348895,17191.67378,1.93970673,0,1,0,0,0,0
50054,164.5962604,1234.118524,11.57604075,161720.5673,7.497852747,0,1,1,1,1,1
50112,40.49329894,595.5917482,118.290639,17572.41873,14.70840272,0,1,0,0,1,0
50179,130.761445,150.6384671,44.66170921,13069.32809,1.152009808,0,1,0,0,0,0
50212,203.2740254,724.6216315,44.96352688,87062.1056,3.564752703,0,1,0,1,1,1
50233,74.07196941,168.1743237,30.20873109,9250.287029,2.270417879,0,1,0,0,0,0
50250,68.47905728,268.8567948,8.232995942,16145.05181,3.926117057,0,1,0,0,0,0
50257,151.7297385,1798.014833,44.53947078,219796.9835,11.85011489,0,1,1,1,1,1
50301,114.5447058,393.7334114,2.077514719,38976.15298,3.437377648,0,1,1,1,0,0
50307,53.72796128,347.3388529,45.17655771,15020.2927,6.464768897,0,1,1,0,1,0
50318,96.59741812,255.6596002,173.0142964,19461.78033,2.646650451,0,1,0,0,0,0
50361,56.2843362,792.981502,3.514406349,33576.05503,14.08884879,0,1,1,1,1,1
50416,92.95364558,223.5784004,6.958325771,15677.08473,2.40526769,0,1,1,0,0,0
50481,146.8580074,1170.815131,3.437185258,137639.4433,7.972429643,0,1,1,1,1,1
50520,99.37830339,691.953704,36.02964442,57244.17992,6.962824685,0,1,1,1,1,1
50562,86.79052094,694.6053945,18.01657229,47346.03973,8.003240296,0,1,1,1,1,1
50653,239.5531792,1269.752806,43.5671278,194534.7637,5.300504922,0,1,0,1,1,1
50656,194.5295439,938.5671515,56.33116251,137512.0408,4.824805183,0,1,0,1,1,1
50671,136.5887994,454.3935534,108.8910911,54434.69468,3.326726315,0,1,0,1,0,0
50715,83.19949767,571.081912,5.485291344,39125.50597,6.864006731,0,1,1,1,1,1
50784,89.48096551,185.260426,18.5487945,12891.557,2.070389216,0,1,0,0,0,0
50828,109.159442,176.2075907,160.9531113,11727.2946,1.614222163,0,1,0,0,0,0
50871,283.4003702,630.9645621,32.48179385,110116.2069,2.226406979,0,1,0,0,0,0
50879,89.03075962,259.8207178,167.316444,17543.0604,2.918325295,0,1,0,0,0,0
50906,53.88765761,406.6200831,19.4182504,15715.96372,7.545699722,0,1,1,0,1,0
50917,139.1461101,435.7327966,47.52261249,36712.09409,3.131476665,0,1,0,0,0,0
50922,24.59771054,666.1928406,93.2813983,13016.20067,27.08353037,0,1,0,0,1,0
50943,81.08932713,143.3756518,125.6175902,9420.055619,1.768119886,0,1,0,0,0,0
51044,104.9266851,267.025733,169.4133486,21795.29935,2.544879148,0,1,0,0,0,0
51105,191.6366579,911.5450166,50.44122501,118293.0377,4.756631778,0,1,0,1,1,1
51114,84.15325922,534.5692142,39.92240556,37327.62815,6.352329299,0,1,1,1,1,1
51154,308.308373,1046.944493,23.52031844,177329.8371,3.395770551,0,1,0,1,1,1
51204,100.2134952,314.0416361,36.3232627,24682.99519,3.133726007,0,1,0,0,0,0
51220,130.375851,840.9388109,46.10989009,86025.17265,6.45011177,0,1,1,1,1,1
51221,254.7804692,639.0077572,174.6430253,87165.28215,2.508071985,0,1,0,1,0,1
51230,31.33710401,442.4937848,11.57790815,9134.595905,14.12044281,0,1,0,0,1,0
51242,87.7302145,374.1436539,52.80148099,23873.20743,4.264706932,0,1,0,0,0,0
51243,121.458101,211.8264223,41.76963075,18134.37037,1.744028768,0,1,0,0,0,0
51316,21.4343367,555.4400986,3.351287581,8765.650152,25.913566,0,1,0,0,0,0
51317,171.6419837,381.0161607,39.38383781,51197.35382,2.219830792,0,1,0,0,0,0
51392,108.1471432,1763.705753,2.127307815,144451.225,16.30838966,0,1,1,1,1,1
51432,90.61745031,140.3261176,48.04506299,9393.878774,1.548555131,0,1,0,0,0,0
51501,130.1660476,994.2500809,4.282124439,104034.7015,7.638321202,0,1,1,1,1,1
51551,73.60789182,570.7178765,92.83469466,24078.15517,7.7534876,0,1,0,1,1,1
51676,214.7546367,460.4228454,60.53328298,52735.2017,2.143948333,0,1,0,0,0,0
51700,68.73039092,262.951699,14.54573046,12500.53609,3.825843203,0,1,0,0,0,0
51765,88.23075097,153.3571242,97.16909426,9552.719116,1.738136902,0,1,0,0,0,0
51804,114.259153,203.5928171,69.21891997,18495.35172,1.781851272,0,1,0,0,0,0
51838,69.39431221,568.3254202,164.3061412,29308.42765,8.189798301,0,1,0,1,1,1
51941,54.31563113,179.8999153,23.94417284,8201.611289,3.312120499,0,1,0,0,0,0
51984,67.12795143,413.4618541,23.97183249,20334.03661,6.159309874,0,1,0,0,1,0
52036,157.0401899,474.8539635,174.853257,50133.00511,3.023773493,0,1,1,0,0,0
52137,81.41871513,158.6713731,5.408971967,9688.911522,1.948831701,0,1,0,0,0,0
52229,127.2455074,311.874884,166.5894842,28924.85445,2.450969706,0,1,0,0,0,0
52264,81.5394695,177.7040806,175.8855789,11443.70294,2.179362726,0,1,1,0,0,0
52282,184.6881153,300.549555,134.1830075,38324.7197,1.627335654,0,1,0,0,0,0
52354,109.4542897,629.072446,42.03478035,55790.22956,5.747353053,0,1,1,1,1,1
52376,141.8841312,831.2741147,20.63536113,97717.97601,5.85882373,0,1,1,1,1,1
52406,88.1932205,285.6255129,50.88293161,19285.59588,3.238633438,0,1,0,0,0,0
52488,86.62481875,165.249032,38.34146874,11316.24449,1.907640724,0,1,0,0,0,0
52562,266.6435579,2194.474581,5.342000853,500331.5407,8.229992874,0,1,0,1,1,1
52602,143.5810759,716.0675532,13.23138353,77311.15468,4.987200079,0,1,1,1,1,1
52604,89.48599725,357.3768298,14.63531217,24369.55011,3.993662034,0,1,1,1,0,0
52617,130.3411438,901.535996,5.094466696,90624.07151,6.916741482,0,1,1,1,1,1
52710,230.2600202,434.4207988,25.13018527,66488.79258,1.886653178,0,1,0,0,0,0
52861,133.6083201,259.0001747,53.06356379,18368.42265,1.938503339,0,1,0,0,0,0
52880,82.2526358,690.9740424,20.32479055,48435.88617,8.400631003,0,1,1,1,1,1
53027,115.4011799,622.9904817,177.7037542,61666.28637,5.39847584,0,1,1,1,1,1
53127,86.52674602,142.0347846,19.76869792,10132.6568,1.641513071,0,1,0,0,0,0
53141,105.3902714,400.2091499,2.791135638,36424.02539,3.797401263,0,1,1,1,0,0
53169,57.17256647,262.182983,4.585561956,11777.79064,4.585817975,0,1,0,0,0,0
53192,132.5900128,1354.458659,27.26211002,149011.0083,10.21538976,0,1,1,1,1,1
53282,114.1913109,350.1777576,91.82568483,23003.2093,3.066588472,0,1,0,0,0,0
53354,342.0993793,1986.232082,11.80055089,481139.017,5.80600902,0,1,1,1,1,1
53384,288.7149646,808.5649222,124.2165307,159038.1952,2.800564644,0,1,0,1,1,1
53445,148.7386275,1148.074818,8.380915864,110459.8276,7.718740166,0,1,1,1,1,1
53446,121.4575379,180.2182418,47.73779757,13642.93845,1.483796271,0,1,0,0,0,0
53532,106.7005343,179.0031955,91.08346861,11652.98828,1.677622297,0,1,0,0,0,0
53536,213.1190652,2081.981238,13.73931635,296624.4131,9.769098957,0,1,1,1,1,1
53668,81.69779606,1189.000293,10.76639235,80250.56981,14.55363976,0,1,1,1,1,1
53675,117.1266564,613.2369627,91.66978076,39982.58119,5.235673771,0,1,0,1,1,1
53729,151.4574885,412.264216,92.81816116,37164.28863,2.721979746,0,1,0,0,0,0
53794,87.79262174,290.869602,47.10289703,20987.5045,3.313144046,0,1,0,0,0,0
53810,103.2934317,1211.779854,106.8130841,80750.27548,11.73143184,0,1,0,1,1,1
53851,110.7191227,186.5076862,35.32445358,15833.15427,1.684511959,0,1,0,0,0,0
53961,101.944409,1085.932773,14.40989739,71341.57323,10.65220529,0,1,1,1,1,1
53974,55.72517786,1936.869873,12.00051272,86125.8212,34.75753596,0,1,1,1,1,1
54011,104.0323448,307.5811694,11.9898618,21950.56609,2.956591722,0,1,0,0,0,0
54033,136.6564843,359.0971014,19.59491921,39853.99349,2.627735547,0,1,0,0,0,0
54091,84.67977284,169.8106661,145.353611,10525.52002,2.005327369,0,1,0,0,0,0
54132,139.7218825,513.1916135,31.11801824,56665.61896,3.672950895,0,1,0,1,0,1
54142,117.2654683,629.9950141,18.00882835,57545.87671,5.37238305,0,1,1,1,1,1
54205,128.246763,670.5039433,17.83934055,63853.16492,5.228232883,0,1,1,1,1,1
54255,107.9824834,218.1796709,23.84990975,15831.0551,2.020509847,0,1,0,0,0,0
54262,134.7901415,345.2738216,92.37768646,24886.99916,2.561565838,0,1,0,0,0,0
54353,145.4488793,969.8285477,12.37621854,101077.4496,6.667831008,0,1,0,1,1,1
54445,87.39514541,257.7649841,131.9708197,12575.33394,2.949419935,0,1,0,0,0,0
54457,90.95225753,1487.662103,39.33121611,107576.5474,16.35651652,0,1,1,1,1,1
54528,219.7439151,638.2874731,91.75437047,72937.29977,2.904687818,0,1,0,1,1,1
54570,199.958753,881.7588469,53.60838865,102504.6812,4.409703669,0,1,0,1,1,1
54660,87.95239436,553.4219241,81.24968689,28916.86128,6.292289461,0,1,0,1,1,1
54709,157.6241365,842.5029924,44.44782543,84617.7975,5.34501258,0,1,0,1,1,1
54722,164.685796,381.2089665,70.24758087,48384.87034,2.314765303,0,1,0,0,0,0
54735,50.84255876,232.1804915,173.0822482,8915.94562,4.566656305,0,1,0,0,0,0
54769,232.7234708,403.9485307,165.5966971,59969.98655,1.735744698,0,1,0,0,0,0
55017,150.2066765,230.8839841,128.0147979,26677.78479,1.537108665,0,1,0,0,0,0
55045,250.4434407,705.0277542,110.7624035,95470.73036,2.815117665,0,1,0,1,1,1
55051,137.6994389,1131.734945,22.0332612,134052.4818,8.218878404,0,1,1,1,1,1
55086,93.70240128,375.2328584,27.8236568,29255.51819,4.004516996,0,1,1,1,0,0
55091,272.6281387,1640.499828,23.78351057,283946.0207,6.017353293,0,1,0,1,1,1
55240,156.2383193,1292.539626,47.66164258,170422.5939,8.272872061,0,1,0,1,1,1
55247,96.83849345,190.7884454,107.4151177,12213.96718,1.970171557,0,1,0,0,0,0
55260,213.7614476,456.8165828,29.71893281,72792.85943,2.137039152,0,1,0,0,0,0
55277,385.0472481,628.9044949,92.26288816,125391.1786,1.633317724,0,1,0,0,0,0
55378,79.56690293,318.0807378,38.9647236,21360.50756,3.997651361,0,1,0,1,0,0
55428,158.1331854,283.7039127,117.6116997,25923.76275,1.794082071,0,1,0,0,0,0
55429,81.2039129,225.4017445,93.57991131,11758.77171,2.775749794,0,1,0,0,0,0
55508,56.72129433,188.4499481,68.6896705,8403.104816,3.322384482,0,1,1,0,0,0
55555,106.2259091,691.4562695,127.8725848,39943.55309,6.509299618,0,1,0,1,1,1
55635,129.529266,339.4195332,17.31773697,36280.86858,2.620408064,0,1,0,0,0,0
55661,251.2158893,395.5432683,148.1181121,56502.76312,1.574515328,0,1,0,0,0,0
55678,108.1146992,284.4658542,33.49683945,18417.32375,2.631148736,0,1,0,0,0,0
55966,162.384598,1052.722598,13.49522885,141685.7017,6.482896848,0,1,1,1,1,1
56043,73.544994,171.0508083,13.54260561,9728.93011,2.325798114,0,1,0,0,0,0
56180,104.6200245,298.5303423,84.89822145,17752.82463,2.853472303,0,1,0,0,0,0
56193,147.1988092,370.9222116,35.02941538,41667.466,2.519872365,0,1,0,0,0,0
56277,312.9419395,480.459496,26.72441982,81093.14822,1.535299157,0,1,0,0,0,0
56289,117.0699494,473.5978784,24.89435918,31498.31128,4.045426524,0,1,0,1,0,0
56315,65.92445088,222.6385708,58.60964645,11927.40142,3.377177479,0,1,1,0,0,0
56330,210.9886597,448.2614217,176.9371559,62900.29627,2.124575901,0,1,0,0,0,0
56423,81.93705357,254.6353221,33.77880231,11987.5802,3.107694395,0,1,0,0,0,0
56432,102.0002909,198.6045008,25.93607835,17230.28106,1.947097395,0,1,0,0,0,0
56502,116.4357315,574.1066823,12.51620695,51638.9778,4.930674417,0,1,1,1,1,1
56605,110.8358495,150.601714,140.4959253,12309.77653,1.358781609,0,1,0,0,0,0
56641,224.8286701,1313.676239,43.25384669,211569.7928,5.843010316,0,1,1,1,1,1
56668,170.7304347,1417.573438,35.53153851,212513.8242,8.302992028,0,1,1,1,1,1
56723,271.7721552,1835.277564,16.05018238,394390.1315,6.753000738,0,1,0,1,1,1
56871,109.9615636,795.2308038,17.48438639,67871.46485,7.231897924,0,1,1,1,1,1
56940,95.20575402,287.0766186,42.99813002,18734.68857,3.015328449,0,1,0,0,0,0
56957,214.2203929,943.0476948,9.094218643,122679.4107,4.402231188,0,1,0,1,1,1
56958,195.7416749,1525.564413,14.9110377,198344.8629,7.793763965,0,1,0,1,1,1
56996,70.9757505,245.3327992,168.7831915,12827.31339,3.456572104,0,1,0,0,0,0
57037,333.8145367,1589.45707,20.37817006,325489.8189,4.761497465,0,1,0,1,1,1
57051,75.79639836,333.3218186,56.74403636,16367.41525,4.397594421,0,1,0,0,0,0
57069,85.35968776,549.162839,56.81366173,33805.60607,6.433515086,0,1,1,1,1,1
57112,74.15125073,177.4513508,23.32793287,9883.851897,2.393099901,0,1,0,0,0,0
57195,102.5911024,423.7869233,109.4955049,26232.85369,4.130835066,0,1,0,1,0,0
57506,195.8114087,420.2677058,3.689894524,57784.20646,2.146288148,0,1,0,0,0,0
57528,58.31950743,352.8140956,5.762415746,12520.07062,6.049675506,0,1,0,0,1,0
57627,224.4931441,980.9017218,175.5769962,142533.3772,4.369406138,0,1,0,1,1,1
57689,253.6537053,1684.113389,19.39237288,336416.414,6.639419626,0,1,1,1,1,1
57750,77.12877673,609.0023374,11.78728235,38070.27241,7.895915937,0,1,1,1,1,1
58002,183.7397117,397.8560022,8.392339017,56212.18494,2.165323972,0,1,0,0,0,0
